,Team,Prize,NumTournaments,Year
681,Team Valtra,"$1,435.63",1 Tournament,2020
682,Brussels Guardians,"$1,415.80",2 Tournaments,2020
683,Winners,"$1,410.00",1 Tournament,2020
684,myRevenge,"$1,363.18",6 Tournaments,2020
685,Case Esports,"$1,362.00",1 Tournament,2020
686,FlipSid3 Tactics,"$1,354.14",1 Tournament,2020
687,SUPRMODE Gaming,"$1,317.24",5 Tournaments,2020
688,SalzZ,"$1,250.00",7 Tournaments,2020
689,Drillers Esports,"$1,219.80",2 Tournaments,2020
690,Project EVERSIO,"$1,196.44",1 Tournament,2020
691,Thunder Gaming,"$1,146.83",3 Tournaments,2020
692,PRIDE Gaming,"$1,115.11",2 Tournaments,2020
693,Revolution,"$1,107.50",2 Tournaments,2020
694,Good Game Gaming,"$1,053.50",8 Tournaments,2020
695,Anatolia Esports,"$1,027.84",1 Tournament,2020
696,Arkosh Gaming,"$1,000.00",1 Tournament,2020
697,Game Agents,"$1,000.00",1 Tournament,2020
698,Libalent,"$1,000.00",1 Tournament,2020
699,Paper Rex,"$1,000.00",1 Tournament,2020
700,Team Highlands Racing,"$1,000.00",1 Tournament,2020
701,Playing Ducks,$996.08,2 Tournaments,2020
702,Honig Gäng,$973.94,1 Tournament,2020
703,OtterWorld eSport,$950.00,3 Tournaments,2020
704,UCAM Esports Club,$944.00,1 Tournament,2020
705,Final-Gaming,$887.83,1 Tournament,2020
706,InControl Gaming,$880.93,3 Tournaments,2020
707,euphoria,$877.00,1 Tournament,2020
708,Smash Studios,$785.02,2 Tournaments,2020
709,Big 5 Esports,$750.00,1 Tournament,2020
710,Malvinas Gaming,$709.13,2 Tournaments,2020
711,AVENUE eSports,$704.86,3 Tournaments,2020
712,Argentinian National Team,$700.00,1 Tournament,2020
713,Athletix eSport,$700.00,2 Tournaments,2020
714,Omen Elite,$700.00,1 Tournament,2020
715,lvlUP,$692.00,2 Tournaments,2020
716,Floodebollerogkokus,$643.50,1 Tournament,2020
717,BOT,$629.29,10 Tournaments,2020
718,Vikingekrig Esports,$609.83,2 Tournaments,2020
719,Method,$600.00,2 Tournaments,2020
720,MUTED,$585.00,1 Tournament,2020
721,Technocracy,$552.54,10 Tournaments,2020
722,High Coast Esports,$534.40,1 Tournament,2020
723,Genuine Gaming,$526.60,2 Tournaments,2020
724,Phoenix1,$500.00,2 Tournaments,2020
725,Mentality Esports,$492.05,1 Tournament,2020
726,Aphelion Esports,$471.00,1 Tournament,2020
727,Polish National Team,$468.00,1 Tournament,2020
728,iBUYPOWER,$451.38,1 Tournament,2020
729,Centaury Event,$409.88,12 Tournaments,2020
730,Riddle,$400.00,1 Tournament,2020
731,White Demons,$400.00,1 Tournament,2020
732,Joe Gibbs Racing,$330.00,2 Tournaments,2020
733,Cocktails Dannati,$316.58,12 Tournaments,2020
734,against All authority,$295.73,3 Tournaments,2020
735,Good Game,$292.00,1 Tournament,2020
736,Kum Gaming,$292.00,1 Tournament,2020
737,Marten Gaming,$292.00,1 Tournament,2020
738,White Rabbit Gaming,$266.17,2 Tournaments,2020
739,JR Motorsports,$265.00,2 Tournaments,2020
740,William Byron Esports,$262.00,1 Tournament,2020
741,Exillium Esports,$258.97,1 Tournament,2020
742,TopHard Esports,$250.00,1 Tournament,2020
743,Absolute Legends,$229.25,1 Tournament,2020
744,Wizards Esports Club,$224.88,1 Tournament,2020
745,Lunatic-hai,$220.25,1 Tournament,2020
746,Simplicity Esports,$201.90,2 Tournaments,2020
747,Vietnam Legends,$194.00,2 Tournaments,2020
748,HG Esports,$167.58,2 Tournaments,2020
749,Rectify Esports,$165.00,2 Tournaments,2020
750,Asterion,$160.00,1 Tournament,2020
751,Refund Gaming,$150.00,1 Tournament,2020
752,23H Max,$119.65,1 Tournament,2020
753,Heresy,$119.00,1 Tournament,2020
754,DarkSidE,$100.00,1 Tournament,2020
755,Gorillaz-Pride,$100.00,1 Tournament,2020
756,EndGameTV,$97.13,1 Tournament,2020
757,Infinity Legends,$97.00,2 Tournaments,2020
758,Rulers of Rome,$87.00,2 Tournaments,2020
759,Broken Tier,$71.60,1 Tournament,2020
760,Arrowgant Combottants,$70.20,1 Tournament,2020
761,Fly Society,$60.00,1 Tournament,2020
762,O'Gaming,$54.00,1 Tournament,2020
763,Empire Arcadia,$38.37,2 Tournaments,2020
764,Clown Legion,$36.00,1 Tournament,2020
765,Professional Skills,$24.84,1 Tournament,2020
0,Team Spirit,"$18,791,450.00",29 Tournaments,2021
1,Paris Saint-Germain Esports,"$5,943,008.66",16 Tournaments,2021
2,Natus Vincere,"$5,380,714.52",65 Tournaments,2021
3,Team Secret,"$3,980,954.61",18 Tournaments,2021
4,Qiao Gu Reapers,"$3,462,582.92",4 Tournaments,2021
5,Virtus.pro,"$2,888,645.33",40 Tournaments,2021
6,Invictus Gaming,"$2,863,643.08",40 Tournaments,2021
7,Nova eSports,"$2,440,740.53",16 Tournaments,2021
8,Gambit Esports,"$2,337,933.42",47 Tournaments,2021
9,Team Liquid,"$2,218,904.40",213 Tournaments,2021
10,T1,"$2,006,186.80",68 Tournaments,2021
11,eStar Gaming,"$1,967,088.87",8 Tournaments,2021
12,Atlanta Faze,"$1,930,000.00",6 Tournaments,2021
13,Shanghai Dragons,"$1,770,000.00",4 Tournaments,2021
14,Vici Gaming,"$1,741,171.26",15 Tournaments,2021
15,All Gamers,"$1,648,920.48",14 Tournaments,2021
16,Susquehanna Soniqs,"$1,641,662.00",32 Tournaments,2021
17,ThunderTalk Gaming,"$1,616,637.06",7 Tournaments,2021
18,Gen.G Esports,"$1,613,922.77",27 Tournaments,2021
19,Ninjas in Pyjamas,"$1,587,433.00",44 Tournaments,2021
20,NewHappy,"$1,572,392.20",10 Tournaments,2021
21,Team Weibo,"$1,554,181.54",14 Tournaments,2021
22,FaZe Clan,"$1,515,837.50",92 Tournaments,2021
23,Fnatic,"$1,494,398.13",36 Tournaments,2021
24,Hero JiuJing,"$1,470,049.24",5 Tournaments,2021
25,Gank Gaming,"$1,429,942.68",3 Tournaments,2021
26,DAMWON Gaming,"$1,399,865.35",27 Tournaments,2021
27,G2 Esports,"$1,358,032.20",72 Tournaments,2021
28,OG,"$1,312,100.00",19 Tournaments,2021
29,Heroic,"$1,288,665.66",22 Tournaments,2021
30,Royal Never Give Up,"$1,285,663.59",27 Tournaments,2021
31,Evil Geniuses,"$1,257,718.04",42 Tournaments,2021
32,Toronto Ultra,"$1,171,750.01",23 Tournaments,2021
33,Team SoloMid,"$1,159,251.93",104 Tournaments,2021
34,REJECT,"$1,145,155.87",16 Tournaments,2021
35,Four Angry Men,"$1,108,863.20",11 Tournaments,2021
36,LGD Gaming,"$1,087,585.50",14 Tournaments,2021
37,EVOS Esports,"$1,066,582.03",18 Tournaments,2021
38,Vitality,"$1,038,125.07",50 Tournaments,2021
39,Zenith E-Sports,"$1,015,822.00",3 Tournaments,2021
40,EDward Gaming,"$1,014,903.82",12 Tournaments,2021
41,Alliance,"$1,012,056.06",26 Tournaments,2021
42,Six Two Eight,"$926,335.45",9 Tournaments,2021
43,Cloud9,"$921,867.20",71 Tournaments,2021
44,Quincy Crew,"$898,400.00",5 Tournaments,2021
45,Team Aster,"$888,191.25",10 Tournaments,2021
46,100 Thieves,"$876,164.55",122 Tournaments,2021
47,NRG Esports,"$863,667.05",92 Tournaments,2021
48,Atlanta Reign,"$790,000.00",4 Tournaments,2021
49,FunPlus Phoenix,"$789,851.98",22 Tournaments,2021
50,Team BDS,"$749,980.54",33 Tournaments,2021
51,Team Undying,"$712,750.00",7 Tournaments,2021
52,Tong Jia Bao Esports,"$711,829.40",5 Tournaments,2021
53,Elephant,"$701,389.20",5 Tournaments,2021
54,Multi Circle Gaming,"$698,407.50",8 Tournaments,2021
55,beastcoast,"$695,287.54",22 Tournaments,2021
56,Buriram United Esports,"$681,751.57",23 Tournaments,2021
57,SCARZ,"$672,162.48",8 Tournaments,2021
58,Dallas Empire,"$670,000.00",6 Tournaments,2021
59,Minnesota RØKKR,"$626,862.50",61 Tournaments,2021
60,FURIA Esports,"$625,164.44",62 Tournaments,2021
61,Pittsburgh Knights,"$602,968.65",34 Tournaments,2021
62,New York Subliners,"$593,109.99",73 Tournaments,2021
63,Dallas Fuel,"$555,000.00",4 Tournaments,2021
64,Astralis,"$554,500.00",22 Tournaments,2021
65,Sentinels,"$554,030.00",23 Tournaments,2021
66,ZETA DIVISION,"$546,437.05",8 Tournaments,2021
67,Rogue Warriors,"$534,960.41",5 Tournaments,2021
68,Spacestation Gaming,"$529,448.52",82 Tournaments,2021
69,Talon Esports,"$524,614.25",12 Tournaments,2021
70,The Chosen,"$517,909.80",4 Tournaments,2021
71,Qing Jiu Club,"$513,528.62",12 Tournaments,2021
72,BIG,"$506,144.43",87 Tournaments,2021
73,Top Esports,"$491,578.24",6 Tournaments,2021
74,Acend,"$490,285.70",10 Tournaments,2021
75,Team Envy,"$462,498.49",44 Tournaments,2021
76,ENCE eSports,"$461,379.00",37 Tournaments,2021
77,OpTic Gaming,"$448,633.34",16 Tournaments,2021
78,Guild Esports,"$429,908.61",27 Tournaments,2021
79,Team SMG,"$429,527.55",13 Tournaments,2021
80,Oxygen Esports,"$422,620.05",54 Tournaments,2021
81,Digital Athletics,"$414,055.50",5 Tournaments,2021
82,Afreeca Freecs,"$403,935.08",85 Tournaments,2021
83,Tribe Gaming,"$403,625.00",10 Tournaments,2021
84,mousesports,"$401,301.12",97 Tournaments,2021
85,Meta Gaming,"$393,868.57",7 Tournaments,2021
86,Petrichor Road,"$389,569.25",7 Tournaments,2021
87,Tundra Esports,"$389,350.00",10 Tournaments,2021
88,XSET,"$380,184.79",86 Tournaments,2021
89,MAD Lions,"$375,661.25",18 Tournaments,2021
90,Rogue,"$368,917.87",21 Tournaments,2021
91,DetonatioN,"$362,478.35",11 Tournaments,2021
92,Crazy Raccoon,"$358,328.03",25 Tournaments,2021
93,Da Kun Gaming,"$348,844.58",6 Tournaments,2021
94,Team One,"$342,500.00",15 Tournaments,2021
95,MIBR,"$334,141.05",25 Tournaments,2021
96,Infantry Clan,"$332,291.65",3 Tournaments,2021
97,Team Dignitas,"$330,847.70",44 Tournaments,2021
98,forZe,"$326,445.05",29 Tournaments,2021
99,Sengoku Gaming,"$314,784.31",8 Tournaments,2021
100,Chengdu Hunters,"$310,000.00",4 Tournaments,2021
101,Entropiq,"$292,613.59",37 Tournaments,2021
102,Nigma Galaxy,"$288,476.57",50 Tournaments,2021
103,compLexity Gaming,"$288,330.00",46 Tournaments,2021
104,Team Empire,"$288,012.67",13 Tournaments,2021
105,Danawa e-sports,"$287,492.76",10 Tournaments,2021
106,CYCLOPS athlete gaming,"$286,011.73",13 Tournaments,2021
107,Team Queso,"$283,894.27",27 Tournaments,2021
108,Dragon Phoenix Gaming,"$282,482.25",149 Tournaments,2021
109,Tianba,"$281,423.85",11 Tournaments,2021
110,SKADE,"$275,204.83",23 Tournaments,2021
111,World Elite,"$273,165.69",11 Tournaments,2021
112,Kungarna,"$271,121.00",7 Tournaments,2021
113,Method,"$268,200.00",14 Tournaments,2021
114,Luminosity Gaming,"$263,811.88",47 Tournaments,2021
115,Team GamerLegion,"$255,630.39",103 Tournaments,2021
116,LOUD,"$254,643.38",3 Tournaments,2021
117,Renegades,"$252,056.03",55 Tournaments,2021
118,Los Angeles Gladiators,"$250,000.00",2 Tournaments,2021
119,San Francisco Shock,"$250,000.00",1 Tournament,2021
120,Bigetron eSports,"$247,272.60",11 Tournaments,2021
121,17 Gaming,"$246,822.25",6 Tournaments,2021
122,Bacon Time,"$240,958.23",4 Tournaments,2021
123,Hong Kong Attitude,"$240,827.20",5 Tournaments,2021
124,Wolves Esports,"$236,917.18",12 Tournaments,2021
125,FENNEL,"$234,680.79",10 Tournaments,2021
126,Extra Salt,"$232,500.00",17 Tournaments,2021
127,Endpoint,"$224,761.60",31 Tournaments,2021
128,Thunder Awaken,"$210,200.00",7 Tournaments,2021
129,WOLFPACK,"$208,957.00",18 Tournaments,2021
130,Ghost Gaming,"$208,061.00",21 Tournaments,2021
131,Wave Esports,"$207,972.59",8 Tournaments,2021
132,Rex Regum Qeon,"$207,844.00",12 Tournaments,2021
133,Unicorns of Love,"$201,097.73",19 Tournaments,2021
134,DarkZero Esports,"$196,250.00",12 Tournaments,2021
135,London Royal Ravens,"$195,332.92",47 Tournaments,2021
136,Red Bull eSports,"$193,664.78",8 Tournaments,2021
137,Oath Gaming,"$192,281.00",8 Tournaments,2021
138,Become Legends,"$189,200.00",4 Tournaments,2021
139,Mercedes-AMG Petronas Esports,"$187,500.00",1 Tournament,2021
140,Solary,"$187,495.25",61 Tournaments,2021
141,Global Esports Xsset,"$180,517.90",6 Tournaments,2021
142,Mkers,"$179,301.04",7 Tournaments,2021
143,Elevate,"$178,786.69",20 Tournaments,2021
144,Hanwha Life Esports,"$175,480.54",6 Tournaments,2021
145,Ground Zero Gaming,"$174,972.17",22 Tournaments,2021
146,Vision Strikers,"$174,454.08",23 Tournaments,2021
147,Built By Gamers,"$173,000.00",22 Tournaments,2021
148,SG esports,"$171,800.00",6 Tournaments,2021
149,Attack All Around,"$170,887.10",7 Tournaments,2021
150,GameWith,"$164,550.00",7 Tournaments,2021
151,KRÜ Esports,"$163,250.00",10 Tournaments,2021
152,Shoot To Kill,"$163,148.00",2 Tournaments,2021
153,GODSENT,"$161,404.20",18 Tournaments,2021
154,Falcons Esports,"$160,682.05",21 Tournaments,2021
155,BOOM Esports,"$160,070.00",15 Tournaments,2021
156,Team NV,"$159,888.50",92 Tournaments,2021
157,SINNERS Esports,"$159,425.35",26 Tournaments,2021
158,Daytrade Gaming,"$157,973.67",5 Tournaments,2021
159,Infinity Esports,"$157,521.11",22 Tournaments,2021
160,GHIBLI Esports,"$155,308.20",8 Tournaments,2021
161,Giants Gaming,"$155,167.78",28 Tournaments,2021
162,Furious Gaming,"$154,909.82",19 Tournaments,2021
163,Team QLASH,"$154,653.50",42 Tournaments,2021
164,FURY,"$152,013.00",5 Tournaments,2021
165,Bad News Bears,"$152,000.00",23 Tournaments,2021
166,Sprout,"$147,360.66",16 Tournaments,2021
167,VRS Coanda Simsport,"$147,075.00",5 Tournaments,2021
168,Team Unique,"$145,579.89",23 Tournaments,2021
169,Black Dragons e-Sports,"$142,271.63",15 Tournaments,2021
170,Dire Wolves,"$141,482.17",33 Tournaments,2021
171,Golden Guardians,"$140,421.34",11 Tournaments,2021
172,9z Team,"$139,325.86",24 Tournaments,2021
173,Futbolist,"$137,605.55",19 Tournaments,2021
174,TyLoo,"$135,980.02",13 Tournaments,2021
175,paiN Gaming,"$135,908.50",24 Tournaments,2021
176,Bilibili Gaming,"$135,410.80",6 Tournaments,2021
177,Geek Fam,"$134,540.20",10 Tournaments,2021
178,Regans Gaming,"$134,485.72",6 Tournaments,2021
179,Lag Gaming,"$133,629.72",8 Tournaments,2021
180,AGO Esports,"$133,495.70",42 Tournaments,2021
181,Paradox Esports,"$132,107.44",15 Tournaments,2021
182,SMPR Esports,"$131,500.00",13 Tournaments,2021
183,NUTURN Gaming,"$130,244.60",5 Tournaments,2021
184,True Neutral,"$128,800.00",19 Tournaments,2021
185,KaiZi Gaming,"$125,697.00",102 Tournaments,2021
186,Karmine Corp,"$125,543.10",12 Tournaments,2021
187,HAVU Gaming,"$121,893.68",12 Tournaments,2021
188,Misfits,"$120,306.72",9 Tournaments,2021
189,O2 Blast,"$120,000.00",2 Tournaments,2021
190,Team Heretics,"$118,621.63",3 Tournaments,2021
191,INTZ eSports,"$118,223.13",15 Tournaments,2021
192,BBL Esports,"$117,866.83",13 Tournaments,2021
193,MCES,"$117,156.98",12 Tournaments,2021
194,KPI Gaming,"$116,346.53",4 Tournaments,2021
195,Vikin.gg,"$116,000.00",8 Tournaments,2021
196,Version1,"$115,000.00",20 Tournaments,2021
197,ONE Team,"$113,594.40",6 Tournaments,2021
198,Party Astronauts,"$113,250.00",16 Tournaments,2021
199,X10 Esports,"$112,153.77",8 Tournaments,2021
200,Movistar Riders,"$110,342.81",28 Tournaments,2021
201,Valencia CF eSports,"$108,171.88",3 Tournaments,2021
202,Copenhagen Flames,"$108,125.00",17 Tournaments,2021
203,Shopify Rebellion,"$107,813.00",95 Tournaments,2021
204,Grizi Esport,"$106,606.68",31 Tournaments,2021
205,Suning,"$106,060.00",4 Tournaments,2021
206,Los Angeles Thieves,"$105,000.00",5 Tournaments,2021
207,Team Vikings,"$104,997.95",12 Tournaments,2021
208,KT Rolster,"$104,112.54",4 Tournaments,2021
209,TrainHard eSport,"$104,019.58",13 Tournaments,2021
210,Tricked eSports,"$102,350.81",17 Tournaments,2021
211,MS Chonburi,"$101,250.98",9 Tournaments,2021
212,Winstrike Team,"$100,625.00",9 Tournaments,2021
213,LNG Esports,"$99,295.75",2 Tournaments,2021
214,4 Zoomers,"$99,200.00",7 Tournaments,2021
215,NASR eSports,"$99,113.35",13 Tournaments,2021
216,Hellbear Smashers,"$98,400.00",6 Tournaments,2021
217,Sharks Esports,"$98,116.19",20 Tournaments,2021
218,ENTER FORCE.36,"$98,041.72",6 Tournaments,2021
219,Cowana Gaming,"$97,824.11",20 Tournaments,2021
220,FDA Hublot Esports Team,"$97,500.00",1 Tournament,2021
221,Team Redline,"$97,407.48",13 Tournaments,2021
222,Panda Global,"$94,994.38",56 Tournaments,2021
223,k23,"$94,750.00",15 Tournaments,2021
224,Team Singularity,"$94,036.01",35 Tournaments,2021
225,Neon Esports,"$93,354.68",5 Tournaments,2021
226,JD Gaming,"$93,104.40",3 Tournaments,2021
227,Imperial Esports,"$91,353.34",8 Tournaments,2021
228,NoPing e-sports,"$90,490.00",6 Tournaments,2021
229,ECSTATIC,"$89,979.89",18 Tournaments,2021
230,Keyd Stars,"$89,918.74",26 Tournaments,2021
231,ArkAngel,"$89,488.70",6 Tournaments,2021
232,HellRaisers,"$89,125.00",10 Tournaments,2021
233,Nigma,"$89,000.00",4 Tournaments,2021
234,SANDBOX Gaming,"$88,977.93",6 Tournaments,2021
235,Triumphant Song Gaming,"$88,330.55",3 Tournaments,2021
236,Execration,"$86,837.50",10 Tournaments,2021
237,Alter Ego,"$86,625.00",9 Tournaments,2021
238,MaD Clan,"$86,093.71",7 Tournaments,2021
239,sAw,"$85,695.81",13 Tournaments,2021
240,Infamous,"$85,500.00",9 Tournaments,2021
241,Florida Mutineers,"$85,450.00",17 Tournaments,2021
242,Team Flash,"$85,118.85",7 Tournaments,2021
243,Triumph,"$82,500.00",24 Tournaments,2021
244,Aftermath,"$82,010.50",39 Tournaments,2021
245,Counter Logic Gaming,"$81,840.60",16 Tournaments,2021
246,Liberty,"$81,378.34",41 Tournaments,2021
247,PSISTORM Gaming,"$80,646.36",101 Tournaments,2021
248,TnC Gaming,"$80,312.35",6 Tournaments,2021
249,Nordavind,"$79,213.23",34 Tournaments,2021
250,Reignite,"$78,534.00",17 Tournaments,2021
251,Parabellum Esports,"$78,256.54",6 Tournaments,2021
252,High Coast Esports,"$76,000.00",12 Tournaments,2021
253,Unsold Stuff Gaming,"$75,832.40",7 Tournaments,2021
254,Wildcard Gaming,"$75,144.47",13 Tournaments,2021
255,Osh-Tekk Warriors,"$74,652.40",4 Tournaments,2021
256,Lazarus,"$73,952.78",12 Tournaments,2021
257,Manchester City eSports,"$72,642.16",5 Tournaments,2021
258,Young Miracles,"$72,400.00",1 Tournament,2021
259,Gamelanders,"$72,359.48",27 Tournaments,2021
260,Myztro Gaming,"$70,798.59",5 Tournaments,2021
261,Tempo Storm,"$70,005.07",34 Tournaments,2021
262,Trelleborg Team,"$68,722.33",10 Tournaments,2021
263,RBG Esports,"$66,500.00",21 Tournaments,2021
264,SK Gaming,"$65,511.55",12 Tournaments,2021
265,Made in Thailand,"$65,422.69",14 Tournaments,2021
266,Chiefs Esports Club,"$65,337.71",18 Tournaments,2021
267,EXTREMUM,"$65,125.00",8 Tournaments,2021
268,1907 Fenerbahçe Esports,"$64,834.70",19 Tournaments,2021
269,Rix.GG,"$64,244.36",15 Tournaments,2021
270,RED Canids,"$62,261.75",5 Tournaments,2021
271,Team BLINK,"$62,079.40",13 Tournaments,2021
272,SuperMassive Blaze,"$61,905.00",9 Tournaments,2021
273,Mindfreak,"$61,868.00",23 Tournaments,2021
274,Velocity Gaming,"$61,704.16",12 Tournaments,2021
275,Divine Esports,"$60,000.00",2 Tournaments,2021
276,Sandrock Gaming,"$59,321.80",18 Tournaments,2021
277,McLaren Shadow,"$58,863.76",4 Tournaments,2021
278,OMG,"$58,200.84",3 Tournaments,2021
279,Kansas City Pioneers,"$56,703.19",18 Tournaments,2021
280,FC Barcelona,"$56,443.99",19 Tournaments,2021
281,K7 Esports,"$56,274.00",2 Tournaments,2021
282,Isurus Gaming,"$56,086.39",9 Tournaments,2021
283,Ovation eSports,"$54,408.83",6 Tournaments,2021
284,Wisła Kraków,"$54,345.09",14 Tournaments,2021
285,Philadelphia Fusion,"$54,170.00",2 Tournaments,2021
286,Good Game Gaming,"$53,966.93",81 Tournaments,2021
287,Los Angeles Guerrillas,"$53,783.33",12 Tournaments,2021
288,DivisionX Gaming,"$53,742.85",3 Tournaments,2021
289,London Spitfire,"$52,542.00",6 Tournaments,2021
290,Nemiga Gaming,"$51,125.00",20 Tournaments,2021
291,Schalke 04 Esports,"$50,794.82",5 Tournaments,2021
292,Team Alternate,"$50,438.14",7 Tournaments,2021
293,Washington Justice,"$50,000.00",1 Tournament,2021
294,exceL eSports,"$49,458.11",4 Tournaments,2021
295,CERBERUS Esports,"$48,573.90",7 Tournaments,2021
296,Nongshim RedForce,"$48,301.08",3 Tournaments,2021
297,EHOME,"$48,000.00",2 Tournaments,2021
298,FAV gaming,"$47,681.76",6 Tournaments,2021
299,Cringe Society,"$47,560.00",14 Tournaments,2021
300,Eternal Fire,"$47,142.39",7 Tournaments,2021
301,Sunsister,"$47,120.50",7 Tournaments,2021
302,UYU,"$46,794.14",15 Tournaments,2021
303,White Wolf Palace,"$46,381.50",48 Tournaments,2021
304,DragonX,"$46,115.27",5 Tournaments,2021
305,Izako Boars,"$46,048.65",15 Tournaments,2021
306,Disrupt Gaming,"$44,867.90",5 Tournaments,2021
307,EgoBoys,"$44,070.00",7 Tournaments,2021
308,Torrent,"$44,037.46",13 Tournaments,2021
309,Bren Esports,"$43,081.00",10 Tournaments,2021
310,Paper Rex,"$43,000.00",6 Tournaments,2021
311,ENTERPRISE esports,"$42,959.39",12 Tournaments,2021
312,The Ultimates,"$42,772.80",12 Tournaments,2021
313,Nexus Gaming,"$42,691.58",12 Tournaments,2021
314,Noble eSports,"$42,631.00",16 Tournaments,2021
315,Gamma Gaming,"$42,353.51",3 Tournaments,2021
316,The Cut,"$42,250.00",4 Tournaments,2021
317,Apeks,"$42,105.44",11 Tournaments,2021
318,No Limit Gaming,"$42,054.33",12 Tournaments,2021
319,eSuba,"$41,628.59",20 Tournaments,2021
320,Beşiktaş e-Sports Club,"$41,265.08",4 Tournaments,2021
321,Team CC,"$41,250.00",2 Tournaments,2021
322,ORDER,"$40,766.63",16 Tournaments,2021
323,Charlotte Phoenix,"$40,659.00",15 Tournaments,2021
324,Enterprise Gaming,"$40,600.00",3 Tournaments,2021
325,One Breath Gaming,"$40,571.17",13 Tournaments,2021
326,Immortals,"$40,500.00",6 Tournaments,2021
327,Radiance,"$40,250.00",2 Tournaments,2021
328,Seattle Surge,"$40,000.00",3 Tournaments,2021
329,TENSTAR,"$39,701.95",10 Tournaments,2021
330,Global Esports,"$39,480.84",9 Tournaments,2021
331,Flash Wolves,"$38,680.00",12 Tournaments,2021
332,CrowCrowd,"$38,570.41",7 Tournaments,2021
333,DeToNator,"$38,525.15",5 Tournaments,2021
334,Spectrum ESC,"$38,000.00",1 Tournament,2021
335,FATE Esports,"$37,915.18",7 Tournaments,2021
336,Xtreme Gaming,"$37,757.75",3 Tournaments,2021
337,Moist Esports,"$37,397.47",12 Tournaments,2021
338,Mirage,"$37,229.66",7 Tournaments,2021
339,BOX Gaming,"$36,480.62",6 Tournaments,2021
340,Australs,"$36,071.11",5 Tournaments,2021
341,Bravos Gaming,"$35,933.56",12 Tournaments,2021
